9.395799721694283457e-01,3.163051138411618890e-01,1.880000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.997284117027294137e-01,3.101779464141246057e-01,1.170000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.911729068340369153e-01,3.038364094377563052e-01,1.250000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
8.662051535157273552e-01,3.307315352101253825e-01,2.210000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
7.910719537456122330e-01,3.334668908265391307e-01,1.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
8.594330305534476633e-01,3.290214913366726890e-01,2.350000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.877964077994775272e-01,3.077343592194703437e-01,1.340000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.861818272420834752e-01,3.103386858249070901e-01,1.280000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.353454753878593930e-01,3.038042507809420312e-01,2.080000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.597824409944326618e-01,3.259475055569668323e-01,1.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
8.662051535157273552e-01,3.307038130350816174e-01,2.090000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.876176305784379883e-01,3.198566950366152906e-01,1.100000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
8.402672924447462943e-01,3.370550392795040873e-01,1.040000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.436392284443512191e-01,3.241078993355097637e-01,1.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
5.098871094845702778e-02,4.114946476258013464e-01,1.640000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.374526399362024254e-01,3.248446864286138602e-01,1.520000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
6.735128563712045047e-01,3.455467003589115516e-01,1.020000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
8.623856715210322932e-01,3.307729564361302499e-01,2.250000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.073718358943054785e-01,3.158788046618217216e-01,2.160000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.376210163718162738e-01,3.248652690018172251e-01,1.420000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.962115105507292068e-01,2.767630320832519253e-01,2.330000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
7.396270390106882697e-01,3.407123852246567441e-01,1.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.861899961068694154e-01,2.968331232499503702e-01,1.770000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
8.603477810981512430e-01,3.264017864954875670e-01,1.020000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.909227184210458450e-01,3.122783997489475549e-01,1.300000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
8.949538709221682709e-01,3.241078993355097637e-01,2.010000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.705856501735035113e-01,3.080191474717788869e-01,1.620000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.705856501735035113e-01,3.068870234967140398e-01,1.690000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.724700654889379958e-01,3.246323761056143509e-01,1.020000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
8.173573722059539470e-01,3.449136376774623036e-01,2.320000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
7.070388557359953419e-01,3.491684757079056567e-01,1.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
5.694340972643601173e-01,3.623577753488073094e-01,1.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
1.000000000000000000e+00,3.101783453354381992e-01,1.100000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.717478905753630380e-01,3.246323761056143509e-01,1.060000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.918089337958873042e-01,2.997379606045789124e-01,1.650000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
5.496169570295910134e-01,3.625608864097534800e-01,1.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
6.003167843695353945e-01,3.623577753488073094e-01,1.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
6.518536346413136284e-01,3.592238460523716759e-01,1.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.917471459678404155e-01,3.029003481500225359e-01,1.560000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
6.257082204611432719e-01,3.596986570286810903e-01,1.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.137202485934696750e-01,3.298593388745523214e-01,1.560000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.073718358943054785e-01,3.158788046618217216e-01,2.140000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.611026470977419578e-01,3.008965578308902544e-01,2.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.381748148497771611e-01,3.248264270333955928e-01,1.490000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
8.577333051486455417e-01,3.296157134278013268e-01,2.320000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.950655552423384176e-01,2.753567723769123621e-01,2.280000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.833441121133646989e-01,3.162282965559136683e-01,1.220000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.771035747145879746e-01,3.240803434091150681e-01,1.080000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
5.285545002825174921e-01,3.484194658615865081e-01,1.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.849430595728693172e-01,3.009945446731326912e-01,1.700000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
7.595811367733509289e-01,3.458813381804755061e-01,1.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
7.100120758843575519e-01,3.491684757079057122e-01,1.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.970946402967445499e-01,3.029150130811329444e-01,1.410000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.112698380731408809e-01,3.297495808392520988e-01,1.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.828404028047255103e-01,2.952739623289383220e-01,1.880000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.074242504849633351e-01,3.159063446770955519e-01,2.120000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
8.148618644189857818e-01,3.404583894274310074e-01,1.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
8.623856715210321822e-01,3.307729564361302499e-01,2.230000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
8.994028858875310339e-01,3.329421157079333615e-01,1.440000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
6.124106433369445046e-01,3.594647736524114179e-01,1.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
5.462008801094720978e-01,3.483417266144422375e-01,1.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.970946402967446609e-01,3.034689653079733485e-01,1.390000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.846128716858285612e-01,2.998737517589922241e-01,1.740000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.828404028047255103e-01,2.952739623289383220e-01,1.880000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.846128716858285612e-01,3.078452908499506036e-01,1.350000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.319043226666506863e-01,3.259011811157243588e-01,1.570000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.374526399362024254e-01,3.248264270333955928e-01,1.480000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
8.577107468783701227e-01,3.296157134278013268e-01,2.300000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.705856501735035113e-01,3.068870234967140398e-01,1.620000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.661559534265364846e-01,3.256384437502615192e-01,1.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.319043226666506863e-01,3.259011811157244143e-01,1.570000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.297694127438649314e-01,3.251351120003468376e-01,1.620000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.353454753878592820e-01,3.038042507809420312e-01,2.080000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.997157257159121624e-01,3.102680253830658597e-01,1.190000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
9.847262160147527421e-01,2.909508610973428611e-01,1.650000000000000000e+02,1.000000000000000000e+01,8.000000000000000000e+00
