3.397035598754882812e-01,7.702580839395523071e-02
3.491777777671813965e-01,1.301972419023513794e-01
3.475111722946166992e-01,1.219592913985252380e-01
3.241660594940185547e-01,3.117183409631252289e-02
3.425514101982116699e-01,9.388407319784164429e-02
3.354960381984710693e-01,5.494631826877593994e-02
3.393917083740234375e-01,7.455393671989440918e-02
3.321318626403808594e-01,4.420849308371543884e-02
3.280831873416900635e-01,3.681952506303787231e-02
3.353781700134277344e-01,5.269294232130050659e-02
3.441456854343414307e-01,1.020151451230049133e-01
3.291764259338378906e-01,3.949473798274993896e-02
3.448592424392700195e-01,1.054203733801841736e-01
3.388611674308776855e-01,7.138985395431518555e-02
3.269351720809936523e-01,3.442042693495750427e-02
3.493021726608276367e-01,1.307695508003234863e-01
3.313102126121520996e-01,4.217881336808204651e-02
3.410800695419311523e-01,8.383595943450927734e-02
3.330158889293670654e-01,4.531750082969665527e-02
3.485226631164550781e-01,1.272797435522079468e-01
3.479765951633453369e-01,1.232416778802871704e-01
3.372406065464019775e-01,6.348747014999389648e-02
3.443305492401123047e-01,1.024399399757385254e-01
3.380274176597595215e-01,6.673887372016906738e-02
3.291614651679992676e-01,3.865453228354454041e-02
3.331393599510192871e-01,4.588349163532257080e-02
3.488677144050598145e-01,1.289116591215133667e-01
3.349193334579467773e-01,5.077727884054183960e-02
3.413974940776824951e-01,8.569438755512237549e-02
3.476240038871765137e-01,1.225728169083595276e-01
3.489894270896911621e-01,1.289490461349487305e-01
3.336134850978851318e-01,4.598597064614295959e-02
3.297813534736633301e-01,3.997780010104179382e-02
3.468118607997894287e-01,1.168563440442085266e-01
3.407135009765625000e-01,8.199816942214965820e-02
3.439328372478485107e-01,1.015988290309906006e-01
3.375810384750366211e-01,6.571087241172790527e-02
3.437615633010864258e-01,9.964401274919509888e-02
3.243992626667022705e-01,3.196095302700996399e-02
3.458458781242370605e-01,1.122909486293792725e-01
3.318490386009216309e-01,4.354503378272056580e-02
3.435485363006591797e-01,9.836813807487487793e-02
3.481762111186981201e-01,1.245394423604011536e-01
3.483669757843017578e-01,1.263836920261383057e-01
3.432537317276000977e-01,9.717202931642532349e-02
3.445281386375427246e-01,1.035174876451492310e-01
3.274753987789154053e-01,3.606237098574638367e-02
3.396029472351074219e-01,7.574630528688430786e-02
3.411823511123657227e-01,8.477547019720077515e-02
3.453432321548461914e-01,1.101832911372184753e-01
3.236666321754455566e-01,2.939909137785434723e-02
3.473520874977111816e-01,1.200659349560737610e-01
3.430503606796264648e-01,9.610277414321899414e-02
3.359777033329010010e-01,5.596897751092910767e-02
3.437615633010864258e-01,9.964401274919509888e-02
3.315261304378509521e-01,4.252615571022033691e-02
3.471046984195709229e-01,1.187962517142295837e-01
3.448592424392700195e-01,1.054203733801841736e-01
3.457359969615936279e-01,1.106358021497726440e-01
3.343068361282348633e-01,4.751506447792053223e-02
3.249129951000213623e-01,3.322091326117515564e-02
3.463808298110961914e-01,1.142156198620796204e-01
3.382636010646820068e-01,6.805340945720672607e-02
3.424785733222961426e-01,9.185659885406494141e-02
3.251513242721557617e-01,3.396202623844146729e-02
3.362492024898529053e-01,5.718736350536346436e-02
3.344967067241668701e-01,4.877866432070732117e-02
3.409413397312164307e-01,8.298756182193756104e-02
3.451043963432312012e-01,1.073249801993370056e-01
3.420998156070709229e-01,9.035458415746688843e-02
3.328201174736022949e-01,4.460518807172775269e-02
3.272763192653656006e-01,3.483572602272033691e-02
3.461305499076843262e-01,1.141521036624908447e-01
3.363409638404846191e-01,6.066146492958068848e-02
3.428040444850921631e-01,9.472785890102386475e-02
3.391619324684143066e-01,7.307030260562896729e-02
3.415507078170776367e-01,8.754075318574905396e-02
3.418205380439758301e-01,9.020005166530609131e-02
3.304774761199951172e-01,4.083215817809104919e-02
3.237908482551574707e-01,2.943148836493492126e-02
3.375440239906311035e-01,6.565350294113159180e-02
3.365753591060638428e-01,6.104154884815216064e-02
3.465013206005096436e-01,1.162239313125610352e-01
3.301576375961303711e-01,4.017792642116546631e-02
3.296496272087097168e-01,3.968260064721107483e-02
3.383982181549072266e-01,6.859035789966583252e-02
3.354770541191101074e-01,5.490380525588989258e-02
3.285580277442932129e-01,3.794532641768455505e-02
3.404468297958374023e-01,8.021710067987442017e-02
3.386535346508026123e-01,6.991694867610931396e-02
3.371183872222900391e-01,6.231483817100524902e-02
3.428561687469482422e-01,9.544743597507476807e-02
3.472656011581420898e-01,1.193837299942970276e-01
3.381022214889526367e-01,6.697625666856765747e-02
3.362638056278228760e-01,5.726090818643569946e-02
3.240881562232971191e-01,3.045781143009662628e-02
3.337200284004211426e-01,4.730711877346038818e-02
3.401955664157867432e-01,7.936141639947891235e-02
3.417976796627044678e-01,8.806934952735900879e-02
3.399229049682617188e-01,7.768384367227554321e-02
